"drug1","drug2","type"
"VARDENAFIL","DELAVIRDINE MESYLATE","SIGNIFICANT"
"DELAVIRDINE MESYLATE","WARFARIN","SIGNIFICANT"
"DEMECLOCYCLINE","DIGITALIS","SIGNIFICANT"
"DESFLURANE","LABETALOL","SIGNIFICANT"
"DESIPRAMINE","FLUOXETINE","SIGNIFICANT"
"DESIPRAMINE","FLUVOXAMINE MALEATE","SIGNIFICANT"
"DESIPRAMINE","LINEZOLID","SIGNIFICANT"
"DESIPRAMINE","PARGYLINE","SIGNIFICANT"
"DESIPRAMINE","PAROXETINE","SIGNIFICANT"
"DESIPRAMINE","PHENELZINE","SIGNIFICANT"
"DESIPRAMINE","RIFABUTIN","SIGNIFICANT"
"DESIPRAMINE","RIFAMPIN","SIGNIFICANT"
"DESIPRAMINE","RIFAPENTINE","SIGNIFICANT"
"DESIPRAMINE","RITONAVIR","SIGNIFICANT"
"DESIPRAMINE","SELEGILINE","SIGNIFICANT"
"DESIPRAMINE","TRANYLCYPROMINE","SIGNIFICANT"
"DESIPRAMINE","YOHIMBINE HYDROCHLORIDE","SIGNIFICANT"
"DESOGESTREL","RIFABUTIN","SIGNIFICANT"
"DESOGESTREL","RIFAMPIN","SIGNIFICANT"
"QUETIAPINE FUMARATE","DEXAMETHASONE","SIGNIFICANT"
"RIFABUTIN","DEXAMETHASONE","SIGNIFICANT"
"DEXAMETHASONE","RIFAMPIN","SIGNIFICANT"
"RIFAPENTINE","DEXAMETHASONE","SIGNIFICANT"
"DEXAMETHASONE","SUNITINIB","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","DIATRIZOATE","SIGNIFICANT"
"DIAZEPAM","ERYTHROMYCIN","SIGNIFICANT"
"DIAZEPAM","OLEANDOMYCIN (AS TROLEANDOMYCIN)","SIGNIFICANT"
"OMEPRAZOLE","DIAZEPAM","SIGNIFICANT"
"DIAZEPAM","RIFABUTIN","SIGNIFICANT"
"DIAZEPAM","RIFAPENTINE","SIGNIFICANT"
"DIAZEPAM","RITONAVIR","SIGNIFICANT"
"DICLOFENAC","DICUMAROL","SIGNIFICANT"
"DICLOFENAC","LITHIUM","SIGNIFICANT"
"DICLOFENAC","METHOTREXATE","SIGNIFICANT"
"DICLOFENAC","PHENPROCOUMON","SIGNIFICANT"
"DICLOFENAC","WARFARIN","SIGNIFICANT"
"WARFARIN","DICLOXACILLIN","SIGNIFICANT"
"DICUMAROL","DIFLUNISAL","SIGNIFICANT"
"DICUMAROL","DONG QUAI","SIGNIFICANT"
"DICUMAROL","ETODOLAC","SIGNIFICANT"
"DICUMAROL","FENOPROFEN","SIGNIFICANT"
"DICUMAROL","FLURBIPROFEN","SIGNIFICANT"
"DICUMAROL","FLUVASTATIN SODIUM","SIGNIFICANT"
"DICUMAROL","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"DICUMAROL","IBUPROFEN","SIGNIFICANT"
"DICUMAROL","INDOMETHACIN","SIGNIFICANT"
"DICUMAROL","KETOPROFEN","SIGNIFICANT"
"DICUMAROL","KETOROLAC TROMETHAMINE","SIGNIFICANT"
"DICUMAROL","LEVAMISOLE","SIGNIFICANT"
"DICUMAROL","LEVOTHYROXINE SODIUM","SIGNIFICANT"
"DICUMAROL","LIOTHYRONINE SODIUM","SIGNIFICANT"
"DICUMAROL","LOVASTATIN","SIGNIFICANT"
"DICUMAROL","MAGNESIUM","SIGNIFICANT"
"DICUMAROL","MECLOFENAMATE SODIUM","SIGNIFICANT"
"DICUMAROL","MEFENAMIC ACID","SIGNIFICANT"
"DICUMAROL","METHIMAZOLE","SIGNIFICANT"
"DICUMAROL","METHYL SALICYLATE","SIGNIFICANT"
"DICUMAROL","METRONIDAZOLE","SIGNIFICANT"
"DICUMAROL","NABUMETONE","SIGNIFICANT"
"DICUMAROL","NAPROXEN","SIGNIFICANT"
"DICUMAROL","OXAPROZIN","SIGNIFICANT"
"DICUMAROL","PAROXETINE","SIGNIFICANT"
"DICUMAROL","PHENYTOIN","SIGNIFICANT"
"DICUMAROL","PHYTONADIONE","SIGNIFICANT"
"DICUMAROL","PIROXICAM","SIGNIFICANT"
"DICUMAROL","PROPYLTHIOURACIL","SIGNIFICANT"
"DICUMAROL","SODIUM SALICYLATE","SIGNIFICANT"
"DICUMAROL","SODIUM THIOSALICYLATE","SIGNIFICANT"
"DICUMAROL","SULFINPYRAZONE","SIGNIFICANT"
"DICUMAROL","SULFISOXAZOLE","SIGNIFICANT"
"DICUMAROL","SULINDAC","SIGNIFICANT"
"DICUMAROL","THYROGLOBULIN","SIGNIFICANT"
"DICUMAROL","THYROID","SIGNIFICANT"
"DICUMAROL","TOLMETIN","SIGNIFICANT"
"DICUMAROL","VITAMIN E","SIGNIFICANT"
"DICUMAROL","VITAMIN K","SIGNIFICANT"
"DIDANOSINE","ENOXACIN","SIGNIFICANT"
"DIDANOSINE","GANCICLOVIR","SIGNIFICANT"
"DIDANOSINE","INDINAVIR SULFATE","SIGNIFICANT"
"DIDANOSINE","ITRACONAZOLE","SIGNIFICANT"
"DIDANOSINE","KETOCONAZOLE","SIGNIFICANT"
"DIDANOSINE","LOMEFLOXACIN","SIGNIFICANT"
"DIDANOSINE","METHADONE","SIGNIFICANT"
"DIDANOSINE","NORFLOXACIN","SIGNIFICANT"
"DIDANOSINE","OFLOXACIN","SIGNIFICANT"
"DIDANOSINE","TENOFOVIR","SIGNIFICANT"
"DIDANOSINE","TETRACYCLINE","SIGNIFICANT"
"DIDANOSINE","TIPRANAVIR","SIGNIFICANT"
"DIDANOSINE","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"DIFLUNISAL","LITHIUM","SIGNIFICANT"
"DIFLUNISAL","PHENPROCOUMON","SIGNIFICANT"
"DIFLUNISAL","PROBENECID","SIGNIFICANT"
"DIFLUNISAL","WARFARIN","SIGNIFICANT"
"DIGITALIS","DOXYCYCLINE","SIGNIFICANT"
"DIGITALIS","EPOPROSTENOL SODIUM","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","DIGITALIS","SIGNIFICANT"
"DIGITALIS","ITRACONAZOLE","SIGNIFICANT"
"DIGITALIS","MINOCYCLINE","SIGNIFICANT"
"DIGITALIS","NEFAZODONE","SIGNIFICANT"
"OMEPRAZOLE","DIGITALIS","SIGNIFICANT"
"DIGITALIS","OXYTETRACYCLINE","SIGNIFICANT"
"DIGITALIS","PROPAFENONE","SIGNIFICANT"
"DIGITALIS","RIFAMPIN","SIGNIFICANT"
"DIGITALIS","TELMISARTAN","SIGNIFICANT"
"DIGITALIS","TETRACYCLINE","SIGNIFICANT"
"DIHYDROXYALUMINUM SODIUM CARBONATE","ENOXACIN","SIGNIFICANT"
"DIHYDROXYALUMINUM SODIUM CARBONATE","LOMEFLOXACIN","SIGNIFICANT"
"DILTIAZEM","ESTAZOLAM","SIGNIFICANT"
"DILTIAZEM","LOVASTATIN","SIGNIFICANT"
"METOPROLOL","DILTIAZEM","SIGNIFICANT"
"DILTIAZEM","MIDAZOLAM","SIGNIFICANT"
"PINDOLOL","DILTIAZEM","SIGNIFICANT"
"PROPRANOLOL","DILTIAZEM","SIGNIFICANT"
"DILTIAZEM","QUINIDINE","SIGNIFICANT"
"DILTIAZEM","RIFAMPIN","SIGNIFICANT"
"DILTIAZEM","SIMVASTATIN","SIGNIFICANT"
"DILTIAZEM","SIROLIMUS","SIGNIFICANT"
"DILTIAZEM","THEOPHYLLINE","SIGNIFICANT"
"DILTIAZEM","TRIAZOLAM","SIGNIFICANT"
"DOFETILIDE","DISOPYRAMIDE","SIGNIFICANT"
"ERYTHROMYCIN","DISOPYRAMIDE","SIGNIFICANT"
"QUETIAPINE FUMARATE","DISOPYRAMIDE","SIGNIFICANT"
"QUINUPRISTIN","DISOPYRAMIDE","SIGNIFICANT"
"DISOPYRAMIDE","RIFAMPIN","SIGNIFICANT"
"DISOPYRAMIDE","VARDENAFIL","SIGNIFICANT"
"DISOPYRAMIDE","VARDENAFIL","SIGNIFICANT"
"DISULFIRAM","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"DISULFIRAM","METRONIDAZOLE","SIGNIFICANT"
"DISULFIRAM","PHENYTOIN","SIGNIFICANT"
"DOCUSATE","MINERAL OIL","SIGNIFICANT"
"DOFETILIDE","ERYTHROMYCIN","SIGNIFICANT"
"DOFETILIDE","FLECAINIDE","SIGNIFICANT"
"DOFETILIDE","FLUCONAZOLE","SIGNIFICANT"
"DOFETILIDE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"DOFETILIDE","GATIFLOXACIN","SIGNIFICANT"
"DOFETILIDE","ITRACONAZOLE","SIGNIFICANT"
"DOFETILIDE","LEVOFLOXACIN","SIGNIFICANT"
"DOFETILIDE","LIDOCAINE","SIGNIFICANT"
"DOFETILIDE","METFORMIN HYDROCHLORIDE","SIGNIFICANT"
"DOFETILIDE","MEXILETINE","SIGNIFICANT"
"DOFETILIDE","PERPHENAZINE","SIGNIFICANT"
"DOFETILIDE","PHENYTOIN","SIGNIFICANT"
"DOFETILIDE","PROCAINAMIDE","SIGNIFICANT"
"DOFETILIDE","PROPAFENONE","SIGNIFICANT"
"DOFETILIDE","SOTALOL","SIGNIFICANT"
"DOFETILIDE","TOCAINIDE","SIGNIFICANT"
"DOFETILIDE","TRIAMTERENE","SIGNIFICANT"
"DOFETILIDE","VARDENAFIL","SIGNIFICANT"
"DOXACURIUM","GENTAMICIN","SIGNIFICANT"
"DOXACURIUM","KANAMYCIN","SIGNIFICANT"
"DOXACURIUM","NEOMYCIN","SIGNIFICANT"
"DOXACURIUM","NETILMICIN","SIGNIFICANT"
"DOXACURIUM","STREPTOMYCIN","SIGNIFICANT"
"DOXACURIUM","TOBRAMYCIN","SIGNIFICANT"
"DOXAZOSIN","SILDENAFIL CITRATE","SIGNIFICANT"
"SILDENAFIL CITRATE","DOXAZOSIN","SIGNIFICANT"
"DOXAZOSIN","TADALAFIL","SIGNIFICANT"
"DOXAZOSIN","VARDENAFIL","SIGNIFICANT"
"DOXEPIN","FLUOXETINE","SIGNIFICANT"
"DOXEPIN","FLUVOXAMINE MALEATE","SIGNIFICANT"
"DOXEPIN","PARGYLINE","SIGNIFICANT"
"DOXEPIN","PHENELZINE","SIGNIFICANT"
"DOXEPIN","RIFABUTIN","SIGNIFICANT"
"DOXEPIN","RIFAMPIN","SIGNIFICANT"
"DOXEPIN","RIFAPENTINE","SIGNIFICANT"
"DOXEPIN","SELEGILINE","SIGNIFICANT"
"DOXEPIN","TRANYLCYPROMINE","SIGNIFICANT"
"DOXEPIN","ZIPRASIDONE","SIGNIFICANT"
"DOXORUBICIN","STREPTOZOCIN","SIGNIFICANT"
"DOXYCYCLINE","FERRIC NA GLUCONATE COMPLEX","SIGNIFICANT"
"DOXYCYCLINE","FERROUS AMINO ACID CHELATE","SIGNIFICANT"
"DOXYCYCLINE","FERROUS FUMARATE","SIGNIFICANT"
"DOXYCYCLINE","FERROUS GLUCONATE","SIGNIFICANT"
"DOXYCYCLINE","FERROUS GLUCONATE","SIGNIFICANT"
"DOXYCYCLINE","FERROUS OXIDE","SIGNIFICANT"
"DOXYCYCLINE","FERROUS SULFATE","SIGNIFICANT"
"DOXYCYCLINE","FERROUS SULFATE","SIGNIFICANT"
"DOXYCYCLINE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"DOXYCYCLINE","IRON","SIGNIFICANT"
"DOXYCYCLINE","MAGALDRATE","SIGNIFICANT"
"DOXYCYCLINE","MAGNESIUM","SIGNIFICANT"
"DOXYCYCLINE","PHENYTOIN","SIGNIFICANT"
"DOXYCYCLINE","RIFAMPIN","SIGNIFICANT"
"DOXYCYCLINE","WARFARIN","SIGNIFICANT"
"DULOXETINE","ELETRIPTAN","SIGNIFICANT"
"DULOXETINE","ESCITALOPRAM OXALATE","SIGNIFICANT"
"DULOXETINE","FLECAINIDE","SIGNIFICANT"
"DULOXETINE","FLUOXETINE","SIGNIFICANT"
"DULOXETINE","FLUVOXAMINE MALEATE","SIGNIFICANT"
"DULOXETINE","FROVATRIPTAN","SIGNIFICANT"
"DULOXETINE","FURAZOLIDONE","SIGNIFICANT"
"DULOXETINE","IMIPRAMINE","SIGNIFICANT"
"DULOXETINE","LINEZOLID","SIGNIFICANT"
"DULOXETINE","NARATRIPTAN HYDROCHLORIDE","SIGNIFICANT"
"DULOXETINE","NORTRIPTYLINE","SIGNIFICANT"
"DULOXETINE","PAROXETINE","SIGNIFICANT"
"DULOXETINE","PROCARBAZINE","SIGNIFICANT"
"DULOXETINE","PROPAFENONE","SIGNIFICANT"
"DULOXETINE","QUINIDINE","SIGNIFICANT"
"DULOXETINE","RIZATRIPTAN","SIGNIFICANT"
"DULOXETINE","SELEGILINE","SIGNIFICANT"
"DULOXETINE","SERTRALINE","SIGNIFICANT"
"DULOXETINE","SUMATRIPTAN","SIGNIFICANT"
"DULOXETINE","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"DULOXETINE","ZOLMITRIPTAN","SIGNIFICANT"
"EFAVIRENZ","ETHINYL ESTRADIOL","SIGNIFICANT"
"EFAVIRENZ","ETHYNODIOL DIACETATE","SIGNIFICANT"
"EFAVIRENZ","FOSAMPRENAVIR","SIGNIFICANT"
"EFAVIRENZ","INDINAVIR SULFATE","SIGNIFICANT"
"LOPINAVIR","EFAVIRENZ","SIGNIFICANT"
"EFAVIRENZ","METHADONE","SIGNIFICANT"
"EFAVIRENZ","RIFABUTIN","SIGNIFICANT"
"EFAVIRENZ","RITONAVIR","SIGNIFICANT"
"RITONAVIR","EFAVIRENZ","SIGNIFICANT"
"EFAVIRENZ","SAQUINAVIR","SIGNIFICANT"
"EFAVIRENZ","WARFARIN","SIGNIFICANT"
"ELETRIPTAN","ESCITALOPRAM OXALATE","SIGNIFICANT"
"ELETRIPTAN","FLUOXETINE","SIGNIFICANT"
"ELETRIPTAN","FLUVOXAMINE MALEATE","SIGNIFICANT"
"ELETRIPTAN","ITRACONAZOLE","SIGNIFICANT"
"ELETRIPTAN","KETOCONAZOLE","SIGNIFICANT"
"ELETRIPTAN","PAROXETINE","SIGNIFICANT"
"ELETRIPTAN","SERTRALINE","SIGNIFICANT"
"ELETRIPTAN","SIBUTRAMINE HYDROCHLORIDE","SIGNIFICANT"
"ELETRIPTAN","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"ENALAPRIL","INDOMETHACIN","SIGNIFICANT"
"LITHIUM","ENALAPRIL","SIGNIFICANT"
"ENALAPRIL","POTASSIUM","SIGNIFICANT"
"ENCAINIDE","RITONAVIR","SIGNIFICANT"
"ENFLURANE","ISONIAZID","SIGNIFICANT"
"ENFLURANE","LABETALOL","SIGNIFICANT"
"ENOXACIN","FAMOTIDINE","SIGNIFICANT"
"FERROUS FUMARATE","ENOXACIN","SIGNIFICANT"
"FERROUS GLUCONATE","ENOXACIN","SIGNIFICANT"
"FERROUS SULFATE","ENOXACIN","SIGNIFICANT"
"IRON","ENOXACIN","SIGNIFICANT"
"ENOXACIN","MAGALDRATE","SIGNIFICANT"
"ENOXACIN","MAGNESIUM","SIGNIFICANT"
"ENOXACIN","NIZATIDINE","SIGNIFICANT"
"ENOXACIN","RANITIDINE","SIGNIFICANT"
"ENOXACIN","SODIUM BICARBONATE","SIGNIFICANT"
"ENOXACIN","SUCRALFATE","SIGNIFICANT"
"ENTACAPONE","HYPERICUM PERFORATUM (ST. JOHN'S WORT)","SIGNIFICANT"
"EPHEDRA","MIDODRINE HYDROCHLORIDE","SIGNIFICANT"
"EPHEDRA","PROCARBAZINE","SIGNIFICANT"
"EPHEDRA","RESERPINE","SIGNIFICANT"
"EPHEDRINE","POTASSIUM BICARBONATE","SIGNIFICANT"
"EPHEDRINE","POTASSIUM CITRATE","SIGNIFICANT"
"EPHEDRINE","SODIUM ACETATE","SIGNIFICANT"
"EPHEDRINE","SODIUM BICARBONATE","SIGNIFICANT"
"EPHEDRINE","SODIUM CITRATE","SIGNIFICANT"
"EPHEDRINE","SODIUM LACTATE","SIGNIFICANT"
"EPHEDRINE","TROMETHAMINE","SIGNIFICANT"
"EPINEPHRINE","LABETALOL","SIGNIFICANT"
"EPINEPHRINE","METOPROLOL","SIGNIFICANT"
"EPINEPHRINE","NADOLOL","SIGNIFICANT"
"EPINEPHRINE","PENBUTOLOL","SIGNIFICANT"
"EPINEPHRINE","PINDOLOL","SIGNIFICANT"
"EPINEPHRINE","PROPRANOLOL","SIGNIFICANT"
"EPINEPHRINE","SOTALOL","SIGNIFICANT"
"EPINEPHRINE","TIMOLOL","SIGNIFICANT"
"EPLERENONE","FLUCONAZOLE","SIGNIFICANT"
"EPROSARTAN","INDOMETHACIN","SIGNIFICANT"
"EPROSARTAN","LITHIUM","SIGNIFICANT"
"EPROSARTAN","POTASSIUM","SIGNIFICANT"
"EPROSARTAN","SPIRONOLACTONE","SIGNIFICANT"
"EPROSARTAN","TRIAMTERENE","SIGNIFICANT"
"ERLOTINIB","NEFAZODONE","SIGNIFICANT"
"ERLOTINIB","NELFINAVIR MESYLATE","SIGNIFICANT"
"ERLOTINIB","PHENOBARBITAL","SIGNIFICANT"
"ERLOTINIB","PHENYTOIN","SIGNIFICANT"
"ERLOTINIB","RITONAVIR","SIGNIFICANT"
"RITONAVIR","ERLOTINIB","SIGNIFICANT"
"ERLOTINIB","SAQUINAVIR","SIGNIFICANT"
"ERLOTINIB","TELITHROMYCIN","SIGNIFICANT"
"ERLOTINIB","VORICONAZOLE","SIGNIFICANT"
"ERLOTINIB","WARFARIN","SIGNIFICANT"
"ERYTHROMYCIN","ESZOPICLONE","SIGNIFICANT"
"ERYTHROMYCIN","FELODIPINE","SIGNIFICANT"
"ERYTHROMYCIN","FOSAMPRENAVIR","SIGNIFICANT"
"ERYTHROMYCIN","GATIFLOXACIN","SIGNIFICANT"
"ERYTHROMYCIN","GEMIFLOXACIN","SIGNIFICANT"
"ERYTHROMYCIN","GRAPEFRUIT EXTRACT","SIGNIFICANT"
"ERYTHROMYCIN","INDINAVIR SULFATE","SIGNIFICANT"
"ERYTHROMYCIN","ITRACONAZOLE","SIGNIFICANT"
"ERYTHROMYCIN","LEVOMETHADYL","SIGNIFICANT"
"ERYTHROMYCIN","LIDOCAINE","SIGNIFICANT"
"ERYTHROMYCIN","LOPINAVIR","SIGNIFICANT"
"ERYTHROMYCIN","MIDAZOLAM","SIGNIFICANT"
"ERYTHROMYCIN","MOXIFLOXACIN","SIGNIFICANT"
"ERYTHROMYCIN","NELFINAVIR MESYLATE","SIGNIFICANT"
"ERYTHROMYCIN","PHENPROCOUMON","SIGNIFICANT"
"ERYTHROMYCIN","PHENYTOIN","SIGNIFICANT"
"QUETIAPINE FUMARATE","ERYTHROMYCIN","SIGNIFICANT"
"ERYTHROMYCIN","QUINIDINE","SIGNIFICANT"
"ERYTHROMYCIN","REPAGLINIDE","SIGNIFICANT"
"ERYTHROMYCIN","RITONAVIR","SIGNIFICANT"
"RITONAVIR","ERYTHROMYCIN","SIGNIFICANT"
"ERYTHROMYCIN","SAQUINAVIR","SIGNIFICANT"
"ERYTHROMYCIN","SILDENAFIL CITRATE","SIGNIFICANT"
"ERYTHROMYCIN","SOTALOL","SIGNIFICANT"
"ERYTHROMYCIN","TACROLIMUS","SIGNIFICANT"
"ERYTHROMYCIN","TRIAZOLAM","SIGNIFICANT"
"ERYTHROMYCIN","TRIMETHOPRIM","SIGNIFICANT"
"ERYTHROMYCIN","TRIMETREXATE","SIGNIFICANT"
"ERYTHROMYCIN","VALPROIC ACID","SIGNIFICANT"
"VARDENAFIL","ERYTHROMYCIN","SIGNIFICANT"
"ERYTHROMYCIN","VASOPRESSIN","SIGNIFICANT"
"ERYTHROMYCIN","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"ERYTHROMYCIN","ZOLMITRIPTAN","SIGNIFICANT"
"ESCITALOPRAM OXALATE","FROVATRIPTAN","SIGNIFICANT"
"ESCITALOPRAM OXALATE","LINEZOLID","SIGNIFICANT"
"ESCITALOPRAM OXALATE","NARATRIPTAN HYDROCHLORIDE","SIGNIFICANT"
"ESCITALOPRAM OXALATE","RIZATRIPTAN","SIGNIFICANT"
"ESCITALOPRAM OXALATE","SUMATRIPTAN","SIGNIFICANT"
"ESCITALOPRAM OXALATE","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"ESCITALOPRAM OXALATE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"ESCITALOPRAM OXALATE","ZOLMITRIPTAN","SIGNIFICANT"
"ESOMEPRAZOLE","ITRACONAZOLE","SIGNIFICANT"
"ESOMEPRAZOLE","KETOCONAZOLE","SIGNIFICANT"
"ESTAZOLAM","FLUVOXAMINE MALEATE","SIGNIFICANT"
"ESTAZOLAM","ISONIAZID","SIGNIFICANT"
"ESTAZOLAM","NEFAZODONE","SIGNIFICANT"
"ESTAZOLAM","RITONAVIR","SIGNIFICANT"
"ESTRADIOL","HYPERICUM PERFORATUM (ST. JOHN'S WORT)","SIGNIFICANT"
"ESTRADIOL","LAMOTRIGINE","SIGNIFICANT"
"ESTRADIOL","LEVOTHYROXINE SODIUM","SIGNIFICANT"
"ESTRADIOL","LIOTHYRONINE SODIUM","SIGNIFICANT"
"ESTRADIOL","MEPHOBARBITAL","SIGNIFICANT"
"ESTRADIOL","PHENOBARBITAL","SIGNIFICANT"
"ESTRADIOL","PRIMIDONE","SIGNIFICANT"
"ESTRADIOL","SECOBARBITAL","SIGNIFICANT"
"LEVOTHYROXINE SODIUM","ESTROGENS","SIGNIFICANT"
"ESTROGENS","LIOTHYRONINE SODIUM","SIGNIFICANT"
"ESTROGENS","RIFAMPIN","SIGNIFICANT"
"THYROID","ESTROGENS","SIGNIFICANT"
"ESTROPIPATE","LAMOTRIGINE","SIGNIFICANT"
"ESZOPICLONE","ITRACONAZOLE","SIGNIFICANT"
"ESZOPICLONE","KETOCONAZOLE","SIGNIFICANT"
"ESZOPICLONE","NEFAZODONE","SIGNIFICANT"
"ESZOPICLONE","NELFINAVIR MESYLATE","SIGNIFICANT"
"ESZOPICLONE","RIFAMPIN","SIGNIFICANT"
"ESZOPICLONE","RITONAVIR","SIGNIFICANT"
"ESZOPICLONE","TROLEANDOMYCIN","SIGNIFICANT"
"ETHACRYNIC ACID","FOSINOPRIL","SIGNIFICANT"
"ETHACRYNIC ACID","GENTAMICIN","SIGNIFICANT"
"ETHACRYNIC ACID","KANAMYCIN","SIGNIFICANT"
"ETHACRYNIC ACID","NETILMICIN","SIGNIFICANT"
"ETHACRYNIC ACID","QUINAPRIL","SIGNIFICANT"
"ETHACRYNIC ACID","RAMIPRIL","SIGNIFICANT"
"ETHACRYNIC ACID","STREPTOMYCIN","SIGNIFICANT"
"ETHACRYNIC ACID","TOBRAMYCIN","SIGNIFICANT"
"ETHINYL ESTRADIOL","FELBAMATE","SIGNIFICANT"
"ETHINYL ESTRADIOL","HYPERICUM PERFORATUM (ST. JOHN'S WORT)","SIGNIFICANT"
"LAMOTRIGINE","ETHINYL ESTRADIOL","SIGNIFICANT"
"ETHINYL ESTRADIOL","LOPINAVIR","SIGNIFICANT"
"ETHINYL ESTRADIOL","MEPHOBARBITAL","SIGNIFICANT"
"ETHINYL ESTRADIOL","MODAFINIL","SIGNIFICANT"
"ETHINYL ESTRADIOL","NELFINAVIR MESYLATE","SIGNIFICANT"
"ETHINYL ESTRADIOL","NEVIRAPINE","SIGNIFICANT"
"ETHINYL ESTRADIOL","OXCARBAZEPINE","SIGNIFICANT"
"ETHINYL ESTRADIOL","PHENOBARBITAL","SIGNIFICANT"
"ETHINYL ESTRADIOL","PRIMIDONE","SIGNIFICANT"
"ETHINYL ESTRADIOL","RIFAMPIN","SIGNIFICANT"
"RITONAVIR","ETHINYL ESTRADIOL","SIGNIFICANT"
"ETHINYL ESTRADIOL","SECOBARBITAL","SIGNIFICANT"
"ETHINYL ESTRADIOL","TETRACYCLINE","SIGNIFICANT"
"ETHINYL ESTRADIOL","TOPIRAMATE","SIGNIFICANT"
"ETHOTOIN","FLUOXETINE","SIGNIFICANT"
"ETHOTOIN","FLUVOXAMINE MALEATE","SIGNIFICANT"
"ETHYNODIOL DIACETATE","FELBAMATE","SIGNIFICANT"
"ETHYNODIOL DIACETATE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"ETHYNODIOL DIACETATE","HYPERICUM PERFORATUM (ST. JOHN'S WORT)","SIGNIFICANT"
"ETHYNODIOL DIACETATE","LOPINAVIR","SIGNIFICANT"
"ETHYNODIOL DIACETATE","MODAFINIL","SIGNIFICANT"
"ETHYNODIOL DIACETATE","NELFINAVIR MESYLATE","SIGNIFICANT"
"ETHYNODIOL DIACETATE","NEVIRAPINE","SIGNIFICANT"
"ETHYNODIOL DIACETATE","OXCARBAZEPINE","SIGNIFICANT"
"ETHYNODIOL DIACETATE","PHENOBARBITAL","SIGNIFICANT"
"ETHYNODIOL DIACETATE","PHENYTOIN","SIGNIFICANT"
"ETHYNODIOL DIACETATE","PRIMIDONE","SIGNIFICANT"
"ETHYNODIOL DIACETATE","RIFAMPIN","SIGNIFICANT"
"ETHYNODIOL DIACETATE","RITONAVIR","SIGNIFICANT"
"RITONAVIR","ETHYNODIOL DIACETATE","SIGNIFICANT"
"ETHYNODIOL DIACETATE","SECOBARBITAL","SIGNIFICANT"
"ETHYNODIOL DIACETATE","TOPIRAMATE","SIGNIFICANT"
"ETODOLAC","LITHIUM","SIGNIFICANT"
"ETODOLAC","METHOTREXATE","SIGNIFICANT"
"ETODOLAC","PHENPROCOUMON","SIGNIFICANT"
"ETODOLAC","ROFECOXIB","SIGNIFICANT"
"ETODOLAC","WARFARIN","SIGNIFICANT"
"FAMOTIDINE","ITRACONAZOLE","SIGNIFICANT"
"FAMOTIDINE","KETOCONAZOLE","SIGNIFICANT"
"FAMOTIDINE","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"FELBAMATE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"FELBAMATE","PHENYTOIN","SIGNIFICANT"
"FELODIPINE","FLUCONAZOLE","SIGNIFICANT"
"FELODIPINE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"GRAPEFRUIT EXTRACT","FELODIPINE","SIGNIFICANT"
"FELODIPINE","ITRACONAZOLE","SIGNIFICANT"
"FELODIPINE","KETOCONAZOLE","SIGNIFICANT"
"FELODIPINE","PHENOBARBITAL","SIGNIFICANT"
"FELODIPINE","PHENYTOIN","SIGNIFICANT"
"FENFLURAMINE","SELEGILINE","SIGNIFICANT"
"FLUVASTATIN SODIUM","FENOFIBRATE","SIGNIFICANT"
"FENOFIBRATE","LOVASTATIN","SIGNIFICANT"
"FENOFIBRATE","PRAVASTATIN","SIGNIFICANT"
"ROSUVASTATIN","FENOFIBRATE","SIGNIFICANT"
"FENOFIBRATE","SIMVASTATIN","SIGNIFICANT"
"FENOPROFEN","LITHIUM","SIGNIFICANT"
"FENOPROFEN","METHOTREXATE","SIGNIFICANT"
"FENOPROFEN","PHENPROCOUMON","SIGNIFICANT"
"FENOPROFEN","WARFARIN","SIGNIFICANT"
"FENTANYL","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"FENTANYL","PHENYTOIN","SIGNIFICANT"
"FENUGREEK SEED","GLYBURIDE","SIGNIFICANT"
"FERRIC NA GLUCONATE COMPLEX","LEVODOPA","SIGNIFICANT"
"FERROUS CARBONATE","LEVODOPA","SIGNIFICANT"
"FERROUS CARBONATE","MINOCYCLINE","SIGNIFICANT"
"FERROUS CARBONATE","MOXIFLOXACIN","SIGNIFICANT"
"FERROUS CITRATE,FE-59","LEVODOPA","SIGNIFICANT"
"FERROUS FUMARATE","GATIFLOXACIN","SIGNIFICANT"
